winner,A,B,A_synergy,B_synergy
1,"['dynamo', 'shiv', 'haze', 'vindicta', 'lady geist', 'mo & krill']","['grey talon', 'bebop', 'pocket', 'infernus', 'wraith', 'seven']",7.549406288507103,7.546229682671365
1,"['vindicta', 'seven', 'abrams', 'dynamo', 'haze', 'grey talon']","['lady geist', 'shiv', 'wraith', 'pocket', 'infernus', 'mcginnis']",7.531341117497686,7.523423626112275
0,"['vindicta', 'haze', 'mcginnis', 'warden', 'infernus', 'abrams']","['seven', 'grey talon', 'paradox', 'ivy', 'yamato', 'wraith']",7.46407018875347,7.552970265528364
0,"['bebop', 'seven', 'shiv', 'mcginnis', 'warden', 'dynamo']","['haze', 'lady geist', 'vindicta', 'viscous', 'infernus', 'kelvin']",7.442970921373784,7.464144337535843
1,"['seven', 'wraith', 'vindicta', 'bebop', 'grey talon', 'mcginnis']","['lash', 'haze', 'ivy', 'paradox', 'yamato', 'abrams']",7.489348946074806,7.5248456805618895
1,"['wraith', 'haze', 'mo & krill', 'mcginnis', 'paradox', 'viscous']","['abrams', 'kelvin', 'infernus', 'vindicta', 'dynamo', 'seven']",7.533124209040191,7.45391320455185
1,"['paradox', 'haze', 'warden', 'infernus', 'grey talon', 'shiv']","['dynamo', 'seven', 'yamato', 'wraith', 'mo & krill', 'pocket']",7.58773871011757,7.4947959903095605
1,"['shiv', 'mcginnis', 'grey talon', 'haze', 'lady geist', 'ivy']","['wraith', 'bebop', 'kelvin', 'warden', 'infernus', 'seven']",7.524894747306684,7.4085893399645935
1,"['warden', 'lady geist', 'grey talon', 'mcginnis', 'vindicta', 'pocket']","['abrams', 'wraith', 'ivy', 'kelvin', 'infernus', 'haze']",7.4853719810097985,7.4395250212033055
0,"['pocket', 'haze', 'mo & krill', 'bebop', 'abrams', 'yamato']","['mcginnis', 'kelvin', 'wraith', 'vindicta', 'ivy', 'infernus']",7.55252095521314,7.450143784069042
1,"['vindicta', 'abrams', 'infernus', 'mcginnis', 'kelvin', 'warden']","['bebop', 'viscous', 'wraith', 'seven', 'haze', 'shiv']",7.367472383908106,7.498710550311106
0,"['infernus', 'haze', 'ivy', 'mcginnis', 'grey talon', 'dynamo']","['bebop', 'viscous', 'seven', 'abrams', 'wraith', 'vindicta']",7.5782945754241045,7.436260069988649
0,"['abrams', 'infernus', 'mo & krill', 'vindicta', 'pocket', 'mcginnis']","['lady geist', 'haze', 'bebop', 'paradox', 'wraith', 'seven']",7.568856794739415,7.525970466454796
0,"['infernus', 'mo & krill', 'yamato', 'lash', 'seven', 'dynamo']","['vindicta', 'grey talon', 'bebop', 'wraith', 'lady geist', 'mcginnis']",7.570845178819056,7.4883757640453865
1,"['seven', 'lady geist', 'dynamo', 'haze', 'abrams', 'infernus']","['grey talon', 'bebop', 'wraith', 'paradox', 'ivy', 'vindicta']",7.520028191864779,7.587375932839905
0,"['bebop', 'abrams', 'kelvin', 'lady geist', 'warden', 'shiv']","['vindicta', 'infernus', 'mcginnis', 'haze', 'dynamo', 'yamato']",7.3799532616856105,7.59157069023435
1,"['bebop', 'kelvin', 'lash', 'vindicta', 'seven', 'viscous']","['infernus', 'pocket', 'dynamo', 'mcginnis', 'shiv', 'grey talon']",7.420818746657697,7.5643726913538565
1,"['viscous', 'infernus', 'haze', 'dynamo', 'wraith', 'seven']","['abrams', 'ivy', 'vindicta', 'grey talon', 'bebop', 'mcginnis']",7.503623641587579,7.485797598313663
1,"['kelvin', 'haze', 'lash', 'shiv', 'wraith', 'yamato']","['abrams', 'seven', 'paradox', 'vindicta', 'pocket', 'warden']",7.463679779115772,7.4299772998446745
1,"['seven', 'wraith', 'mcginnis', 'yamato', 'pocket', 'shiv']","['abrams', 'grey talon', 'infernus', 'haze', 'viscous', 'vindicta']",7.490749092457212,7.527536772706021
1,"['seven', 'yamato', 'lady geist', 'paradox', 'wraith', 'infernus']","['bebop', 'abrams', 'haze', 'pocket', 'vindicta', 'warden']",7.512179380290692,7.489274581016847
1,"['infernus', 'paradox', 'shiv', 'mo & krill', 'yamato', 'seven']","['haze', 'abrams', 'bebop', 'grey talon', 'lash', 'vindicta']",7.611415429750121,7.550707722522505
0,"['abrams', 'dynamo', 'mcginnis', 'haze', 'vindicta', 'ivy']","['seven', 'bebop', 'grey talon', 'infernus', 'warden', 'lash']",7.5221951588026625,7.4876489570283224
0,"['bebop', 'infernus', 'paradox', 'abrams', 'shiv', 'dynamo']","['grey talon', 'vindicta', 'mcginnis', 'seven', 'pocket', 'haze']",7.554101920702388,7.534706223547374
0,"['wraith', 'lash', 'pocket', 'warden', 'seven', 'vindicta']","['bebop', 'dynamo', 'lady geist', 'kelvin', 'infernus', 'haze']",7.42243094542947,7.54816684915095
0,"['pocket', 'yamato', 'seven', 'vindicta', 'grey talon', 'haze']","['lady geist', 'wraith', 'viscous', 'mcginnis', 'dynamo', 'infernus']",7.562593539886312,7.414222564773204
1,"['pocket', 'warden', 'vindicta', 'grey talon', 'wraith', 'lady geist']","['haze', 'ivy', 'infernus', 'seven', 'mcginnis', 'bebop']",7.512094672377469,7.517351121084421
1,"['yamato', 'vindicta', 'bebop', 'seven', 'kelvin', 'pocket']","['ivy', 'abrams', 'shiv', 'haze', 'grey talon', 'wraith']",7.449547017828952,7.533326851313595
0,"['shiv', 'yamato', 'mcginnis', 'wraith', 'vindicta', 'lady geist']","['infernus', 'dynamo', 'lash', 'bebop', 'seven', 'haze']",7.491721804018663,7.603590961080258
0,"['mo & krill', 'kelvin', 'seven', 'dynamo', 'infernus', 'yamato']","['vindicta', 'pocket', 'haze', 'abrams', 'grey talon', 'bebop']",7.5307720781623475,7.549802306635965
0,"['mcginnis', 'vindicta', 'warden', 'abrams', 'paradox', 'infernus']","['grey talon', 'bebop', 'haze', 'seven', 'lady geist', 'wraith']",7.449887550950999,7.539286828936812
0,"['yamato', 'seven', 'bebop', 'dynamo', 'mcginnis', 'grey talon']","['abrams', 'lady geist', 'infernus', 'shiv', 'haze', 'vindicta']",7.483527240295595,7.546588343010731
1,"['paradox', 'viscous', 'abrams', 'pocket', 'wraith', 'bebop']","['lash', 'lady geist', 'kelvin', 'grey talon', 'haze', 'mcginnis']",7.424541389257936,7.449926790858244
1,"['grey talon', 'haze', 'infernus', 'yamato', 'pocket', 'warden']","['seven', 'wraith', 'bebop', 'vindicta', 'dynamo', 'lady geist']",7.564790172130833,7.504791993747351
1,"['wraith', 'lady geist', 'abrams', 'warden', 'bebop', 'vindicta']","['seven', 'haze', 'shiv', 'dynamo', 'infernus', 'ivy']",7.435262600758108,7.5808000754450475
1,"['wraith', 'bebop', 'mo & krill', 'haze', 'grey talon', 'infernus']","['vindicta', 'lash', 'shiv', 'seven', 'paradox', 'yamato']",7.63439975693877,7.546253271723577
0,"['abrams', 'grey talon', 'haze', 'lady geist', 'mcginnis', 'vindicta']","['seven', 'bebop', 'infernus', 'yamato', 'wraith', 'paradox']",7.494004505596556,7.540473348961809
0,"['bebop', 'paradox', 'vindicta', 'mcginnis', 'seven', 'wraith']","['shiv', 'yamato', 'haze', 'infernus', 'pocket', 'abrams']",7.497985422352352,7.5459852638494676
1,"['mo & krill', 'dynamo', 'shiv', 'haze', 'ivy', 'mcginnis']","['grey talon', 'seven', 'infernus', 'wraith', 'lady geist', 'bebop']",7.5662736351427995,7.5335858841736165
1,"['kelvin', 'haze', 'bebop', 'pocket', 'grey talon', 'mo & krill']","['infernus', 'wraith', 'vindicta', 'seven', 'paradox', 'mcginnis']",7.6202428526532024,7.544074663392417
0,"['haze', 'mcginnis', 'seven', 'dynamo', 'vindicta', 'kelvin']","['bebop', 'wraith', 'lady geist', 'grey talon', 'viscous', 'paradox']",7.513007053443645,7.486166298387453
1,"['mo & krill', 'infernus', 'dynamo', 'seven', 'abrams', 'bebop']","['haze', 'mcginnis', 'ivy', 'lady geist', 'vindicta', 'kelvin']",7.530254333573012,7.449274230088099
1,"['seven', 'haze', 'yamato', 'lady geist', 'bebop', 'vindicta']","['dynamo', 'mcginnis', 'infernus', 'pocket', 'abrams', 'wraith']",7.524489180391299,7.4802547793809655
1,"['bebop', 'wraith', 'viscous', 'shiv', 'grey talon', 'haze']","['infernus', 'lady geist', 'vindicta', 'dynamo', 'lash', 'seven']",7.536032692207445,7.553423974604971
0,"['grey talon', 'warden', 'seven', 'haze', 'abrams', 'vindicta']","['wraith', 'yamato', 'lash', 'infernus', 'paradox', 'shiv']",7.479973488273899,7.574276350275882
1,"['bebop', 'kelvin', 'seven', 'yamato', 'grey talon', 'abrams']","['haze', 'warden', 'infernus', 'wraith', 'shiv', 'viscous']",7.442807140823175,7.453976907463008
0,"['warden', 'vindicta', 'wraith', 'bebop', 'abrams', 'mcginnis']","['yamato', 'haze', 'paradox', 'infernus', 'ivy', 'seven']",7.397978112037812,7.570876435137278
1,"['abrams', 'mo & krill', 'mcginnis', 'yamato', 'bebop', 'vindicta']","['infernus', 'haze', 'warden', 'ivy', 'seven', 'wraith']",7.4734082280355585,7.46222219457302
0,"['dynamo', 'lady geist', 'warden', 'lash', 'mcginnis', 'grey talon']","['kelvin', 'seven', 'paradox', 'bebop', 'ivy', 'infernus']",7.463018534200659,7.488196905395233
0,"['infernus', 'kelvin', 'bebop', 'pocket', 'shiv', 'mcginnis']","['lady geist', 'vindicta', 'dynamo', 'wraith', 'viscous', 'seven']",7.505387488916801,7.431262776581251
1,"['haze', 'mcginnis', 'abrams', 'wraith', 'infernus', 'warden']","['grey talon', 'viscous', 'bebop', 'seven', 'mo & krill', 'pocket']",7.43480844840041,7.515751997107708
1,"['haze', 'shiv', 'kelvin', 'grey talon', 'mo & krill', 'abrams']","['warden', 'yamato', 'mcginnis', 'seven', 'viscous', 'bebop']",7.553483103940238,7.342089873152319
1,"['viscous', 'infernus', 'dynamo', 'bebop', 'mcginnis', 'wraith']","['warden', 'paradox', 'kelvin', 'shiv', 'seven', 'haze']",7.441166902108635,7.480033332521221
1,"['bebop', 'mo & krill', 'yamato', 'infernus', 'grey talon', 'shiv']","['warden', 'haze', 'seven', 'mcginnis', 'paradox', 'viscous']",7.60626739657367,7.427248018212558
1,"['pocket', 'mcginnis', 'yamato', 'vindicta', 'abrams', 'kelvin']","['paradox', 'seven', 'bebop', 'haze', 'wraith', 'ivy']",7.388604856295664,7.545127361388156
0,"['haze', 'vindicta', 'pocket', 'seven', 'infernus', 'warden']","['kelvin', 'grey talon', 'lady geist', 'viscous', 'abrams', 'wraith']",7.5508668062751605,7.341776213558185
1,"['haze', 'seven', 'lady geist', 'yamato', 'pocket', 'wraith']","['bebop', 'infernus', 'grey talon', 'mcginnis', 'warden', 'kelvin']",7.482413845127211,7.44785291368053
0,"['vindicta', 'bebop', 'infernus', 'ivy', 'abrams', 'haze']","['warden', 'shiv', 'seven', 'lash', 'pocket', 'grey talon']",7.553776112504033,7.428636644275791
1,"['abrams', 'yamato', 'paradox', 'bebop', 'viscous', 'shiv']","['mcginnis', 'haze', 'mo & krill', 'wraith', 'lady geist', 'infernus']",7.499926362781003,7.537086825973158
0,"['infernus', 'haze', 'abrams', 'kelvin', 'yamato', 'warden']","['seven', 'mcginnis', 'pocket', 'wraith', 'bebop', 'grey talon']",7.4075006146203695,7.452379297615164
1,"['vindicta', 'yamato', 'haze', 'kelvin', 'mcginnis', 'grey talon']","['infernus', 'lady geist', 'seven', 'ivy', 'wraith', 'bebop']",7.520090035442413,7.46537368885986
1,"['lady geist', 'infernus', 'mcginnis', 'mo & krill', 'wraith', 'shiv']","['abrams', 'pocket', 'vindicta', 'seven', 'grey talon', 'haze']",7.506179054653897,7.52522199096417
1,"['seven', 'wraith', 'vindicta', 'grey talon', 'pocket', 'haze']","['kelvin', 'bebop', 'mcginnis', 'infernus', 'shiv', 'mo & krill']",7.5679871070379665,7.532292377871517
1,"['infernus', 'mcginnis', 'kelvin', 'seven', 'haze', 'wraith']","['vindicta', 'lady geist', 'bebop', 'abrams', 'paradox', 'grey talon']",7.4684389959237265,7.514979109255677
1,"['bebop', 'mcginnis', 'vindicta', 'viscous', 'grey talon', 'dynamo']","['infernus', 'warden', 'paradox', 'abrams', 'seven', 'haze']",7.4415427539189025,7.478221755536106
1,"['pocket', 'warden', 'mo & krill', 'abrams', 'bebop', 'haze']","['wraith', 'grey talon', 'infernus', 'lady geist', 'vindicta', 'seven']",7.534543309559811,7.552640304809899
0,"['yamato', 'lash', 'seven', 'warden', 'wraith', 'paradox']","['ivy', 'infernus', 'vindicta', 'pocket', 'haze', 'grey talon']",7.42758430386681,7.6151039428508085
1,"['seven', 'warden', 'paradox', 'wraith', 'abrams', 'grey talon']","['lady geist', 'kelvin', 'infernus', 'haze', 'shiv', 'viscous']",7.443435160415709,7.4838020100110905
1,"['grey talon', 'warden', 'shiv', 'paradox', 'vindicta', 'seven']","['infernus', 'haze', 'kelvin', 'wraith', 'yamato', 'bebop']",7.519555359873878,7.514633325691845
0,"['paradox', 'haze', 'grey talon', 'seven', 'wraith', 'vindicta']","['viscous', 'yamato', 'dynamo', 'infernus', 'lady geist', 'bebop']",7.5847542662095755,7.468486088622798
0,"['wraith', 'mcginnis', 'haze', 'infernus', 'yamato', 'vindicta']","['grey talon', 'seven', 'pocket', 'paradox', 'lady geist', 'bebop']",7.559125801492346,7.479308356442181
0,"['paradox', 'ivy', 'wraith', 'warden', 'dynamo', 'yamato']","['seven', 'viscous', 'vindicta', 'lady geist', 'haze', 'pocket']",7.501349741806286,7.4614457812305215
1,"['kelvin', 'seven', 'dynamo', 'shiv', 'viscous', 'abrams']","['haze', 'infernus', 'wraith', 'mcginnis', 'vindicta', 'grey talon']",7.37926885799863,7.580166254988404
0,"['warden', 'vindicta', 'grey talon', 'infernus', 'abrams', 'haze']","['seven', 'kelvin', 'bebop', 'mcginnis', 'wraith', 'dynamo']",7.52052113865737,7.4210043508827175
1,"['vindicta', 'kelvin', 'seven', 'mcginnis', 'wraith', 'ivy']","['mo & krill', 'grey talon', 'shiv', 'abrams', 'infernus', 'bebop']",7.416646999457411,7.594478164443561
1,"['shiv', 'seven', 'paradox', 'haze', 'lady geist', 'bebop']","['wraith', 'grey talon', 'vindicta', 'mcginnis', 'infernus', 'dynamo']",7.573799951271642,7.55622437898656
1,"['bebop', 'abrams', 'dynamo', 'vindicta', 'lady geist', 'infernus']","['kelvin', 'mcginnis', 'pocket', 'seven', 'paradox', 'haze']",7.509617521808993,7.471126526616637
0,"['yamato', 'seven', 'mcginnis', 'haze', 'paradox', 'warden']","['wraith', 'dynamo', 'infernus', 'vindicta', 'abrams', 'bebop']",7.471444883097222,7.532379271070636
0,"['bebop', 'grey talon', 'ivy', 'lady geist', 'infernus', 'haze']","['mo & krill', 'wraith', 'paradox', 'vindicta', 'seven', 'mcginnis']",7.554923928769593,7.529872967683557
1,"['wraith', 'seven', 'paradox', 'shiv', 'grey talon', 'infernus']","['bebop', 'viscous', 'mo & krill', 'haze', 'lady geist', 'mcginnis']",7.603993020337545,7.46313224661293
1,"['abrams', 'dynamo', 'mcginnis', 'pocket', 'wraith', 'grey talon']","['vindicta', 'haze', 'seven', 'lady geist', 'bebop', 'paradox']",7.446501067340976,7.550119868958465
1,"['wraith', 'vindicta', 'mcginnis', 'paradox', 'infernus', 'lady geist']","['grey talon', 'haze', 'seven', 'yamato', 'bebop', 'shiv']",7.5309302696795655,7.573906522210748
0,"['haze', 'viscous', 'mcginnis', 'seven', 'yamato', 'mo & krill']","['abrams', 'warden', 'grey talon', 'wraith', 'infernus', 'paradox']",7.503555319749306,7.491007938568282
1,"['pocket', 'shiv', 'haze', 'kelvin', 'yamato', 'lady geist']","['vindicta', 'wraith', 'dynamo', 'seven', 'warden', 'mcginnis']",7.4895182171626296,7.464855316585027
1,"['shiv', 'lash', 'abrams', 'wraith', 'grey talon', 'haze']","['vindicta', 'infernus', 'kelvin', 'bebop', 'seven', 'yamato']",7.493900521563257,7.494745489131509
1,"['pocket', 'kelvin', 'warden', 'yamato', 'haze', 'paradox']","['dynamo', 'mcginnis', 'wraith', 'ivy', 'abrams', 'seven']",7.457789193227291,7.445983467285272
1,"['viscous', 'pocket', 'abrams', 'lash', 'lady geist', 'bebop']","['mo & krill', 'infernus', 'grey talon', 'seven', 'kelvin', 'shiv']",7.375923568169619,7.565399036111065
1,"['vindicta', 'abrams', 'wraith', 'dynamo', 'bebop', 'lash']","['mcginnis', 'yamato', 'seven', 'lady geist', 'haze', 'infernus']",7.500631670767498,7.523977661747477
1,"['mo & krill', 'mcginnis', 'seven', 'vindicta', 'bebop', 'kelvin']","['haze', 'abrams', 'dynamo', 'wraith', 'warden', 'pocket']",7.469391758755472,7.474713387684186
1,"['mo & krill', 'wraith', 'vindicta', 'ivy', 'pocket', 'lady geist']","['haze', 'seven', 'yamato', 'shiv', 'infernus', 'bebop']",7.488120220627575,7.580711235479236
1,"['grey talon', 'paradox', 'dynamo', 'abrams', 'bebop', 'vindicta']","['haze', 'wraith', 'mcginnis', 'kelvin', 'seven', 'infernus']",7.522388691660684,7.468438995923725
0,"['haze', 'seven', 'yamato', 'grey talon', 'pocket', 'ivy']","['infernus', 'wraith', 'mcginnis', 'shiv', 'paradox', 'lash']",7.539765264968692,7.575389108002086
1,"['kelvin', 'warden', 'mcginnis', 'shiv', 'bebop', 'yamato']","['seven', 'infernus', 'vindicta', 'haze', 'wraith', 'lady geist']",7.40143814860493,7.566485534132021
0,"['kelvin', 'dynamo', 'vindicta', 'viscous', 'ivy', 'warden']","['seven', 'wraith', 'mo & krill', 'haze', 'infernus', 'lady geist']",7.42120431135293,7.546629271186803
1,"['seven', 'mo & krill', 'grey talon', 'haze', 'paradox', 'infernus']","['warden', 'lash', 'mcginnis', 'yamato', 'vindicta', 'lady geist']",7.676976249554309,7.413972076448738
0,"['yamato', 'bebop', 'wraith', 'mcginnis', 'seven', 'lady geist']","['kelvin', 'infernus', 'dynamo', 'grey talon', 'viscous', 'shiv']",7.416049172515688,7.490008324805228
1,"['abrams', 'mcginnis', 'infernus', 'viscous', 'mo & krill', 'vindicta']","['shiv', 'grey talon', 'bebop', 'haze', 'warden', 'wraith']",7.493153389514448,7.523119194517018
1,"['vindicta', 'shiv', 'bebop', 'wraith', 'paradox', 'pocket']","['warden', 'seven', 'mcginnis', 'haze', 'infernus', 'grey talon']",7.55417561044991,7.498137377216534
1,"['ivy', 'paradox', 'mo & krill', 'dynamo', 'lady geist', 'bebop']","['abrams', 'yamato', 'pocket', 'shiv', 'viscous', 'infernus']",7.51332038128118,7.477506281776887
1,"['yamato', 'lash', 'bebop', 'grey talon', 'paradox', 'vindicta']","['mcginnis', 'seven', 'infernus', 'abrams', 'ivy', 'kelvin']",7.563238478996855,7.38106526234887
0,"['infernus', 'wraith', 'viscous', 'lash', 'haze', 'mcginnis']","['vindicta', 'bebop', 'kelvin', 'seven', 'abrams', 'dynamo']",7.4718317851744604,7.447971669072839
0,"['kelvin', 'abrams', 'mcginnis', 'viscous', 'vindicta', 'bebop']","['haze', 'wraith', 'infernus', 'grey talon', 'pocket', 'seven']",7.34148052570617,7.588317465777699
0,"['mo & krill', 'pocket', 'dynamo', 'paradox', 'haze', 'kelvin']","['shiv', 'viscous', 'vindicta', 'seven', 'yamato', 'wraith']",7.589863798979442,7.492862798585792
1,"['seven', 'paradox', 'grey talon', 'yamato', 'shiv', 'lady geist']","['wraith', 'infernus', 'bebop', 'vindicta', 'haze', 'mcginnis']",7.552558837373051,7.561800699954004
1,"['ivy', 'grey talon', 'seven', 'bebop', 'wraith', 'warden']","['haze', 'kelvin', 'mcginnis', 'shiv', 'viscous', 'infernus']",7.450588424093969,7.469705428141502
0,"['lady geist', 'mcginnis', 'wraith', 'seven', 'paradox', 'infernus']","['vindicta', 'haze', 'grey talon', 'abrams', 'warden', 'bebop']",7.506447087807313,7.520115026448391
0,"['seven', 'vindicta', 'haze', 'lady geist', 'yamato', 'grey talon']","['mcginnis', 'wraith', 'lash', 'warden', 'mo & krill', 'bebop']",7.5658063709162215,7.393014960217979
1,"['vindicta', 'wraith', 'shiv', 'lady geist', 'mo & krill', 'ivy']","['seven', 'abrams', 'haze', 'bebop', 'mcginnis', 'infernus']",7.464270049321626,7.496479219158026
0,"['mcginnis', 'seven', 'pocket', 'warden', 'yamato', 'infernus']","['haze', 'vindicta', 'kelvin', 'lash', 'abrams', 'lady geist']",7.4401169874175075,7.435447004454394
1,"['bebop', 'vindicta', 'dynamo', 'wraith', 'haze', 'paradox']","['seven', 'warden', 'shiv', 'grey talon', 'pocket', 'kelvin']",7.579289248522877,7.442320331190236
1,"['haze', 'abrams', 'yamato', 'shiv', 'ivy', 'grey talon']","['infernus', 'vindicta', 'seven', 'dynamo', 'wraith', 'kelvin']",7.543601116228041,7.501852675486244
0,"['grey talon', 'bebop', 'vindicta', 'lash', 'paradox', 'kelvin']","['mcginnis', 'pocket', 'mo & krill', 'viscous', 'seven', 'infernus']",7.533756001171462,7.514825171216734
0,"['bebop', 'shiv', 'grey talon', 'lady geist', 'mo & krill', 'pocket']","['haze', 'abrams', 'viscous', 'wraith', 'paradox', 'infernus']",7.551762756885172,7.512001243644843
1,"['lady geist', 'paradox', 'shiv', 'bebop', 'vindicta', 'viscous']","['grey talon', 'kelvin', 'wraith', 'infernus', 'haze', 'seven']",7.5205033625099365,7.521915810409643
1,"['warden', 'mcginnis', 'vindicta', 'seven', 'infernus', 'kelvin']","['paradox', 'dynamo', 'grey talon', 'ivy', 'haze', 'bebop']",7.415973548019779,7.590947392645594
1,"['yamato', 'mo & krill', 'vindicta', 'mcginnis', 'warden', 'infernus']","['grey talon', 'dynamo', 'haze', 'seven', 'shiv', 'kelvin']",7.484123254303804,7.547367246871591
1,"['infernus', 'bebop', 'haze', 'grey talon', 'mcginnis', 'warden']","['paradox', 'seven', 'viscous', 'lady geist', 'wraith', 'mo & krill']",7.527009600622129,7.48273575055657
